620 -25.7557 -25.7557 2 1 0
620.02 -25.7553 -25.7553 1 1 0
620.04 -25.755 -25.755 1 1 0
620.08 -25.7543 -25.7543 1 1 0
620.16 -25.7529 -25.7529 1 1 0
620.32 -25.7501 -25.7501 1 1 0
620.64 -25.7446 -25.7446 1 1 0
621.14 -25.7359 -25.7359 1 1 0
621.64 -25.7273 -25.7273 1 1 0
622.14 -25.7186 -25.7186 1 1 0
622.64 -25.71 -25.71 1 1 0
623.14 -25.7014 -25.7014 1 1 0
623.639 -25.6927 -25.6927 1 1 0
624.139 -25.6841 -25.6841 1 1 0
624.639 -25.6755 -25.6755 1 1 0
625.139 -25.6668 -25.6668 1 1 0
625.639 -25.6582 -25.6582 1 1 0
626.139 -25.6496 -25.6496 1 1 0
626.639 -25.641 -25.641 1 1 0
627.139 -25.6324 -25.6324 1 1 0
627.639 -25.6237 -25.6237 1 1 0
628.139 -25.6151 -25.6151 1 1 0
628.639 -25.6065 -25.6065 1 1 0
629.139 -25.5979 -25.5979 1 1 0
629.639 -25.5893 -25.5893 1 1 0
630.138 -25.5807 -25.5807 1 1 0
630.638 -25.5721 -25.5721 1 1 0
631.138 -25.5635 -25.5635 1 1 0
631.638 -25.5549 -25.5549 1 1 0
632.138 -25.5463 -25.5463 1 1 0
632.638 -25.5377 -25.5377 1 1 0
633.138 -25.5292 -25.5292 1 1 0
633.638 -25.5206 -25.5206 1 1 0
634.138 -25.512 -25.512 1 1 0
634.638 -25.5034 -25.5034 1 1 0
635.138 -25.4948 -25.4948 1 1 0
635.638 -25.4863 -25.4863 1 1 0
636.138 -25.4777 -25.4777 1 1 0
636.638 -25.4691 -25.4691 1 1 0
637.137 -25.4606 -25.4606 1 1 0
637.637 -25.452 -25.452 1 1 0
638.137 -25.4435 -25.4435 1 1 0
638.637 -25.4349 -25.4349 1 1 0
639.137 -25.4263 -25.4263 1 1 0
639.637 -25.4178 -25.4178 1 1 0
640.137 -25.4092 -25.4092 1 1 0
640.637 -25.4007 -25.4007 1 1 0
641.137 -25.3921 -25.3921 1 1 0
641.637 -25.3836 -25.3836 1 1 0
642.137 -25.3751 -25.3751 1 1 0
642.637 -25.3665 -25.3665 1 1 0
643.137 -25.358 -25.358 1 1 0
643.637 -25.3495 -25.3495 1 1 0
644.136 -25.3409 -25.3409 1 1 0
644.636 -25.3324 -25.3324 1 1 0
645.136 -25.3239 -25.3239 1 1 0
645.636 -25.3154 -25.3154 1 1 0
646.136 -25.3068 -25.3068 1 1 0
646.636 -25.2983 -25.2983 1 1 0
647.136 -25.2898 -25.2898 1 1 0
647.636 -25.2813 -25.2813 1 1 0
648.136 -25.2728 -25.2728 1 1 0
648.636 -25.2643 -25.2643 1 1 0
649.136 -25.2558 -25.2558 1 1 0
649.636 -25.2473 -25.2473 1 1 0
650.136 -25.2388 -25.2388 1 1 0
620 -25.7557 -25.7557 2 1 0
619.98 -25.756 -25.756 1 1 0
620 -25.7557 -25.7557 2 1 0
619.98 -25.756 -25.756 1 1 0
619.96 -25.7564 -25.7564 1 1 0
619.92 -25.757 -25.757 1 1 0
619.84 -25.7584 -25.7584 1 1 0
619.68 -25.7612 -25.7612 1 1 0
619.36 -25.7667 -25.7667 1 1 0
618.86 -25.7754 -25.7754 1 1 0
618.36 -25.7841 -25.7841 1 1 0
617.86 -25.7927 -25.7927 1 1 0
617.36 -25.8014 -25.8014 1 1 0
616.86 -25.8101 -25.8101 1 1 0
616.361 -25.8187 -25.8187 1 1 0
615.861 -25.8274 -25.8274 1 1 0
615.361 -25.8361 -25.8361 1 1 0
614.861 -25.8448 -25.8448 1 1 0
614.361 -25.8535 -25.8535 1 1 0
613.861 -25.8621 -25.8621 1 1 0
613.361 -25.8708 -25.8708 1 1 0
612.861 -25.8795 -25.8795 1 1 0
612.361 -25.8882 -25.8882 1 1 0
611.861 -25.8969 -25.8969 1 1 0
611.361 -25.9056 -25.9056 1 1 0
610.861 -25.9143 -25.9143 1 1 0
610.361 -25.923 -25.923 1 1 0
609.862 -25.9317 -25.9317 1 1 0
609.362 -25.9404 -25.9404 1 1 0
608.862 -25.9492 -25.9492 1 1 0
608.362 -25.9579 -25.9579 1 1 0
607.862 -25.9666 -25.9666 1 1 0
607.362 -25.9753 -25.9753 1 1 0
606.862 -25.984 -25.984 1 1 0
606.362 -25.9928 -25.9928 1 1 0
605.862 -26.0015 -26.0015 1 1 0
605.362 -26.0102 -26.0102 1 1 0
604.862 -26.019 -26.019 1 1 0
