3,9.77486,-59.5834,-59.7251,3,2,0
3,6.27244,27.449,-75.3245,3,2,0
3,6.29497,27.7916,-75.3471,3,2,0
3,6.33113,28.5092,-75.3488,3,2,0
3,6.38659,29.1145,-75.331,3,2,0
3,6.46747,29.6105,-75.3139,3,2,0
3,6.57149,29.9998,-75.2701,3,2,0
3,6.70345,30.3059,-75.2254,3,2,0
3,6.86404,30.3756,-75.2365,3,2,0
3,7.05402,30.6143,-75.2207,3,2,0
3,7.27167,30.7821,-75.1911,3,2,0
3,7.51548,30.7892,-75.167,3,2,0
3,7.78321,30.8691,-75.1246,3,2,0
3,8.07285,30.8982,-75.1072,3,2,0
3,8.38224,30.9042,-75.0816,3,2,0
3,8.70931,30.828,-75.0487,3,2,0
3,9.05235,30.7259,-75.0067,3,2,0
3,9.40867,30.4159,-74.9558,3,2,0
3,9.77832,30.2726,-74.9137,3,2,0
3,10.1591,30.1431,-74.8792,3,2,0
3,10.5503,30.2067,-74.8415,3,2,0
3,10.9493,30.029,-74.7919,3,2,0
3,11.3559,29.8408,-74.7323,3,2,0
3,11.772,29.3544,-74.6425,3,2,0
3,12.1935,29.159,-74.5605,3,2,0
3,12.6204,28.9522,-74.4667,3,2,0
3,13.0528,28.8956,-74.359,3,2,0
3,13.4899,28.6673,-74.2389,3,2,0
3,13.4986,28.6645,-74.2357,3,2,0
3,13.5107,28.66,-74.2316,3,2,0
3,13.5283,28.6622,-74.3203,3,2,0
3,13.5684,28.6403,-74.3181,3,2,0
3,13.6128,28.6161,-74.3157,3,2,0
3,13.7023,28.4679,-74.3712,3,2,0
3,13.8372,28.3974,-74.3617,3,2,0
3,14.039,28.2918,-74.3473,3,2,0
3,14.3432,28.0316,-74.3503,3,2,0
3,14.7915,27.7941,-74.3097,3,2,0
3,15.2427,27.5528,-74.2666,3,2,0
3,15.697,27.5836,-74.208,3,2,0
3,16.1536,27.3261,-74.1489,3,2,0
3,16.6124,27.0661,-74.0857,3,2,0
3,17.0731,26.7447,-73.9695,3,2,0
3,17.5364,26.4824,-73.8857,3,2,0
3,18.0013,26.2181,-73.8176,3,2,0
3,18.4678,25.9369,-73.7919,3,2,0
3,18.9361,25.6715,-73.7329,3,2,0
3,19.4056,25.4046,-73.6717,3,2,0
3,19.8763,25.1313,-73.5988,3,2,0
3,20.3485,24.8619,-73.5254,3,2,0
3,20.8216,24.5913,-73.4637,3,2,0
3,21.2957,24.1575,-73.4339,3,2,0
3,21.7708,23.8909,-73.3738,3,2,0
3,22.2469,23.6235,-73.3117,3,2,0
3,22.7237,23.4321,-73.2451,3,2,0
3,23.2013,23.1604,-73.1769,3,2,0
3,23.6797,22.888,-73.1064,3,2,0
3,24.1586,22.5736,-73.0582,3,2,0
3,24.6382,22.3004,-72.9938,3,2,0
3,25.1184,22.0267,-72.9275,3,2,0
3,25.599,21.8539,-72.8338,3,2,0
3,26.0803,21.5695,-72.7758,3,2,0
3,26.562,21.2844,-72.717,3,2,0
3,27.044,20.7914,-72.6549,3,2,0
3,27.5265,20.5228,-72.5941,3,2,0
3,28.0095,20.2536,-72.5319,3,2,0
3,28.493,20.1322,-72.3863,3,2,0
3,28.9761,19.8483,-72.3285,3,2,0
3,29.4597,19.5646,-72.2736,3,2,0
3,29.9448,19.1402,-72.253,3,2,0
3,30.4295,18.8444,-72.1916,3,2,0
3,30.9142,18.5601,-72.1292,3,2,0
3,31.3993,18.4256,-72.0561,3,2,0
3,31.8848,18.1356,-71.9819,3,2,0
3,32.3703,17.8451,-71.9062,3,2,0
3,32.8562,17.3132,-71.7823,3,2,0
3,33.3423,17.0427,-71.7253,3,2,0
3,33.8285,16.7716,-71.6676,3,2,0
3,34.3149,16.3661,-71.6744,3,2,0
3,34.8016,16.0706,-71.6068,3,2,0
3,35.2883,15.7751,-71.5381,3,2,0
3,35.7752,15.6235,-71.4246,3,2,0
3,36.2623,15.3501,-71.3452,3,2,0
3,36.7494,15.0761,-71.2645,3,2,0
3,37.2367,14.6753,-71.2163,3,2,0
3,37.7241,14.4044,-71.1517,3,2,0
3,38.2117,14.1329,-71.0863,3,2,0
3,38.6993,13.8816,-71.0299,3,2,0
3,39.1871,13.6085,-70.9607,3,2,0
3,39.675,13.3349,-70.8906,3,2,0
3,40.1629,12.9543,-70.8176,3,2,0
3,40.651,12.6833,-70.7443,3,2,0
3,41.1391,12.4117,-70.6701,3,2,0
3,41.6274,12.1693,-70.5951,3,2,0
3,42.1157,11.8959,-70.5189,3,2,0
3,42.6041,11.6219,-70.4417,3,2,0
3,43.0925,11.3561,-70.3905,3,2,0
3,43.5811,11.0806,-70.3173,3,2,0
3,44.0697,10.8046,-70.2433,3,2,0
3,44.5583,10.6228,-70.1652,3,2,0
3,45.047,10.3422,-70.0883,3,2,0
3,45.5358,10.0613,-70.0105,3,2,0
3,46.0246,9.82761,-69.9313,3,2,0
3,46.5135,9.54213,-69.8515,3,2,0
3,47.0024,9.25641,-69.7708,3,2,0
3,47.4914,8.96555,-69.7346,3,2,0
3,47.9804,8.67674,-69.6585,3,2,0
3,48.4695,8.38778,-69.5816,3,2,0
3,48.9585,8.06516,-69.4882,3,2,0
3,49.4477,7.77404,-69.4192,3,2,0
3,49.9369,7.48282,-69.3495,3,2,0
3,50.426,7.09124,-69.2645,3,2,0
3,50.9153,6.79775,-69.1949,3,2,0
3,51.4045,6.50425,-69.1247,3,2,0
3,51.8938,6.18659,-69.0638,3,2,0
3,52.3831,5.89273,-68.9912,3,2,0
3,52.8725,5.59888,-68.9178,3,2,0
